Protein	X180330_02_sample_39_patient_54_Dengue_2	X180330_07_sample_13_patient_53_Dengue_1	X180330_08_sample_03_patient_44_Dengue_1	X180330_09_sample_43_patient_54_Dengue_1	X180330_10_sample_57_patient_57_Dengue_2	X180421_02_sample_94_patient_57_Dengue_1	X180421_03_sample_113_patient_44_Dengue_2	X180421_05_sample_02_patient_86_Dengue_1	X180421_06_sample_04_patient_88_Dengue_1	X180421_07_sample_05_patient_71_Dengue_1	X180421_10_sample_08_patient_99_Dengue_2	X180423_04_sample_116_patient_53_Dengue_2	X180424_02_sample_10_patient_58_Dengue_2	X180424_03_sample_11_patient_60_Dengue_1	X180424_04_sample_12_patient_84_Dengue_2	X180424_05_sample_14_patient_79_Dengue_2	X180426_04_sample_18_patient_94_Dengue_2	X180426_05_sample_19_patient_91_Dengue_1	X180508_03_sample_21_patient_88_Dengue_2	X180508_07_sample_25_patient_93_Dengue_1	X180508_08_sample_26_patient_85_Dengue_2	X180508_09_sample_27_patient_98_Dengue_2	X180515_03_sample_34_patient_97_Dengue_2	X180515_04_sample_35_patient_81_Dengue_2	X180515_05_sample_36_patient_79_Dengue_1	X180515_06_sample_37_patient_87_Dengue_1	X180515_08_sample_32_patient_82_Dengue_1	X180517_04_sample_44_patient_92_Dengue_1	X180517_09_sample_50_patient_93_Dengue_2	X180520_02_sample_54_patient_96_Dengue_1	X180520_03_sample_55_patient_84_Dengue_1	X180520_09_sample_62_patient_100_Dengue_1	X180704_02_sample_93_patient_56_Dengue_2	X180704_03_sample_96_patient_68_Dengue_2	X180704_04_sample_97_patient_82_Dengue_2	X180704_05_sample_98_patient_80_Dengue_1	X180704_06_sample_99_patient_83_Dengue_2	X180704_07_sample_100_patient_94_Dengue_1	X180704_09_sample_102_patient_87_Dengue_2	X180704_10_sample_104_patient_97_Dengue_1	X180710_03_sample_106_patient_101_Dengue_1	X180710_04_sample_107_patient_100_Dengue_2	X180710_05_sample_108_patient_95_Dengue_1	X180710_06_sample_109_patient_89_Dengue_2	X180710_07_sample_111_patient_69_Dengue_1	X180710_08_sample_112_patient_101_Dengue_2	X180710_09_sample_114_patient_60_Dengue_2	X180710_10_sample_115_patient_83_Dengue_1	X180712_05_sample_121_patient_91_Dengue_2	X180712_06_sample_122_patient_86_Dengue_2	X180712_08_sample_124_patient_68_Dengue_1	X180716_02_sample_84_patient_95_Dengue_2	X180716_07_sample_89_patient_90_Dengue_1	X180716_09_sample_91_patient_90_Dengue_2	X180716_10_sample_92_patient_78_Dengue_1	X180718_02_sample_40_patient_69_Dengue_2	X180718_06_sample_75_patient_92_Dengue_2	X180718_07_sample_76_patient_55_Dengue_1	X180718_08_sample_77_patient_71_Dengue_2	X180718_09_sample_78_patient_99_Dengue_1	X180718_11_sample_81_patient_89_Dengue_1	X180718_12_sample_82_patient_96_Dengue_2	X180718_13_sample_83_patient_58_Dengue_1	X180719_15_sample_65_patient_98_Dengue_1	X180723_03_sample_67_patient_56_Dengue_1	X180723_04_sample_68_patient_55_Dengue_2	X180724_03_sample_70_patient_85_Dengue_1	X180724_05_sample_72_patient_78_Dengue_2	X180330_03_sample_42_patient_26_Zika_2	X180330_04_sample_51_patient_52_Zika_1	X180330_05_sample_52_patient_27_Zika_2	X180330_06_sample_73_patient_31_Zika_2	X180403_02_sample_95_patient_31_Zika_1	X180403_03_sample_117_patient_26_Zika_1	X180403_05_sample_09_patient_52_Zika_2	X180421_04_sample_01_patient_51_Zika_2	X180421_08_sample_06_patient_18_Zika_1	X180421_09_sample_07_patient_30_Zika_1	X180423_02_sample_110_patient_70_Zika_2	X180423_03_sample_103_patient_27_Zika_1	X180423_05_sample_31_patient_70_Zika_1	X180424_06_sample_15_patient_28_Zika_2	X180426_02_sample_16_patient_29_Zika_1	X180426_03_sample_17_patient_28_Zika_1	X180508_02_sample_20_patient_64_Zika_2	X180508_04_sample_22_patient_59_Zika_2	X180508_05_sample_23_patient_75_Zika_2	X180508_06_sample_24_patient_67_Zika_2	X180508_10_sample_28_patient_29_Zika_2	X180511_02_sample_29_patient_76_Zika_1	X180511_03_sample_30_patient_50_Zika_1	X180515_02_sample_33_patient_76_Zika_2	X180515_07_sample_38_patient_75_Zika_1	X180517_03_sample_41_patient_74_Zika_2	X180517_06_sample_46_patient_62_Zika_2	X180517_07_sample_48_patient_73_Zika_1	X180517_10_sample_53_patient_59_Zika_1	X180520_04_sample_56_patient_62_Zika_1	X180520_05_sample_58_patient_61_Zika_2	X180520_06_sample_59_patient_72_Zika_2	X180520_07_sample_60_patient_64_Zika_1	X180520_08_sample_61_patient_50_Zika_2	X180520_10_sample_63_patient_33_Zika_1	X180704_08_sample_101_patient_74_Zika_1	X180710_02_sample_105_patient_25_Zika_1	X180712_02_sample_118_patient_65_Zika_2	X180712_03_sample_119_patient_25_Zika_2	X180712_04_sample_120_patient_66_Zika_1	X180712_07_sample_123_patient_63_Zika_2	X180716_03_sample_85_patient_73_Zika_2	X180716_04_sample_86_patient_67_Zika_1	X180716_05_sample_87_patient_66_Zika_2	X180716_06_sample_88_patient_32_Zika_1	X180716_08_sample_90_patient_61_Zika_1	X180718_03_sample_45_patient_32_Zika_2	X180718_04_sample_49_patient_72_Zika_1	X180718_05_sample_74_patient_30_Zika_2	X180718_10_sample_79_patient_51_Zika_1	X180719_14_sample_64_patient_18_Zika_2	X180723_02_sample_66_patient_63_Zika_1	X180724_02_sample_69_patient_65_Zika_1	X180724_04_sample_71_patient_33_Zika_2	nFragment	nPeptide
A0A075B6Q5	4573.37	561.852	4665.11	5064.53	0	14372.6	2658.9	0	5823.91	7201.5	3761.26	5851.37	9037.18	10061.9	0	4468.05	3479.11	11920.4	4965.93	4237.85	3994.92	0	8680.39	0	1064.95	0	0	0	3162.23	1045.95	0	5637.9	0	6161.78	0	0	0	0	0	0	7847.2	4695.88	4219.35	0	11874.2	0	0	7871.48	3258.81	0	0	5588.81	0	0	0	6999.1	2064.38	0	4843.74	0	7043.19	0	6907.86	0	3115.72	0	2780.34	0	4610.97	8956.87	11074.2	3747.04	904.986	10692.7	0	2435.97	3729.6	13479.1	4765.59	7210.07	3961.88	3631.9	2848.99	0	6487.79	10038.8	0	8918.37	434.597	1648.44	14552.6	906.104	11619.6	8547.22	3829.3	5056.83	14200.5	10828.6	4411.1	4500.59	4623.73	8124.87	3512.22	0	0	0	1630.92	9717.38	0	7685.32	0	0	0	0	0	0	6399.87	0	0	4812.96	7662.99	0	3	1
A0A075B6R2	237529	262941	250795	332539	367149	842494	195936	352070	276141	229040	280925	291845	255257	574767	231171	510490	213715	219344	349507	341244	475560	174081	541036	107248	128580	197103	278105	300703	109134	184723	329926	447696	300391	762303	184061	316449	400410	181797	364938	252683	278019	301135	300329	353257	1.20967e+06	137999	355200	520534	155221	286957	644988	434854	341958	363372	197134	629763	260431	493141	343984	411178	278998	269048	415445	184601	221338	534094	222290	125771	444232	346347	417896	203724	272958	268410	435490	381862	309350	232517	166181	334686	302435	235190	275047	313553	279009	280693	145489	431530	387879	213355	336289	226683	387586	362185	461290	405296	387503	184658	260819	438698	446841	223128	180959	185388	380457	179518	367129	1.05835e+06	150650	230553	244021	176359	316686	200654	645942	201176	231201	116972	260281	286585	527949	294612	13	3
A0A075B6S2;A2NJV5	3139.58	8582.65	2939.38	41833.7	11524	7240.82	12138.5	22504.7	0	0	0	13639.2	0	0	0	1937.02	12811.8	11603.7	6617.55	0	5401.08	0	18561.2	4828.7	6797.64	0	1348.51	10627.8	8306.91	9234	4021.51	31577.6	25157	15280.1	4247.2	6228.28	28806.7	29363	0	6243.98	19100.7	9478.48	26718.7	11342.1	14453.1	3451.55	1585.18	17312.3	16003.7	0	26767.9	11062.6	5319.43	1420.09	7447.15	32633.3	17131.1	12421.6	3212.85	5385.24	0	2229.96	5168.65	15467	20680.1	9886.59	5814.12	0	27394.2	10817.5	30492.4	0	9728.7	25184.6	0	0	0	12852.9	0	21478.5	27506.8	0	0	15176.4	18270	0	11028.3	12762.2	11647.6	14510.6	0	5881.35	12207.6	52413.3	3520.12	7851.92	17589.3	53443.2	3259.57	6237.25	3576.66	50804.3	6433.4	2365.12	0	0	0	5087.87	0	13704.9	4357.89	1744.64	0	7324.47	0	4183.66	12267.9	10274.4	0	0	13128.1	11786.9	3	1
A0A075B6S5	0	7811.11	0	0	6414.26	3265.09	0	4534.75	0	0	0	3274.77	13189.8	1177.8	0	2449.01	5609.27	0	4889.58	0	0	0	12813.2	2998.09	2436.48	0	1164.89	6059.62	9109.95	2852.91	0	292.642	4195.03	420.991	7114.01	7444.61	0	0	0	3373.11	11663.1	3504.73	7758.71	5137.2	0	7415.65	887.17	0	0	0	3517.04	9197.32	7273.66	3886.9	0	14304.1	1699.02	6560.83	17582	10568.7	2665.8	6013.8	0	5946.43	9423.52	11659.3	3782.43	0	0	5911.34	0	4252.82	518.265	6993.21	7670.72	4496.74	9378.45	10549.5	5068.73	0	10696.1	5191.71	0	0	6377.46	0	0	11083.2	0	3385.77	0	7300.17	9138.17	6943.53	7710.62	10160.2	1230.69	7342.56	4335.2	8133.29	10846.4	5789.46	6935.92	6025.72	9158.15	8224.21	4170.87	12306.2	0	1662.63	3570.33	0	0	1787.7	9932.56	7734.39	6072.02	829.779	10757.2	4448.99	2937.12	3877.36	3	1
A0A075B6S9	24872.3	17310.9	11655.9	25765	31660	36529.1	10348.1	15435.8	29463.5	11451.9	12211.7	37391.2	8119.55	27988.2	3970.47	5445.34	18201.4	22667	42631.3	21726.1	17431.1	8947.88	36351.3	32955.5	13356.1	3569.73	8156.64	37872.4	24161.3	7500.16	8282.95	8840.41	0	6536.31	15412.2	32760	0	23848.8	6874.48	4503.61	38448.3	11016.2	10303.6	18041.9	82777.8	8995.7	5818.08	6637.1	0	0	9570.54	18402.2	2358.69	15222.4	0	36254.5	7356.84	35790.8	26130.2	3746.85	24993.7	9755.19	5113.24	12828.6	22710.2	25645.3	3730.79	7448.25	19891	19556.9	12809.8	20662.6	19374.6	24588.6	19810	12767.6	8339.99	34876.1	13569.8	24294.4	39514.4	29426.3	25655.4	13806.3	29861.2	8455.67	2971.62	13740.1	10453.5	9167.51	20187.1	22819.8	39401.5	21930.7	5334	19064	31691.3	19345.5	15367.4	41249.7	13132.8	26214.1	0	20130.5	33853	25002	10727.7	55881.5	6010.58	5545.25	12691.7	0	0	10157.5	10188.6	22733.2	4662.84	10304.3	22373.8	21324.7	16183.2	14141	5	1
A0A075B7B8	213108	265909	237302	361528	139513	652036	171002	182202	127555	250854	343516	181554	205719	55823.5	186351	241354	340598	187111	262411	404754	107879	64267.5	316404	275692	284291	170125	135644	265531	205334	267333	164749	187971	391005	201238	195527	115533	217178	209476	204706	171442	228910	1.20585e+06	263084	277154	0	55942.1	293543	0	204970	607867	609298	294238	246444	207768	146052	343476	166989	130160	247407	510902	151864	211513	318892	267448	234690	365334	216141	97037.6	384190	112778	328669	235242	280728	364299	247533	453468	301698	180371	188332	315066	270792	240489	254514	229768	129522	274315	273513	255181	263833	102606	352023	187978	228408	271110	545485	1.06237e+06	222609	303190	215126	124875	245479	290821	251016	295926	0	67975.1	267565	698367	136112	229646	186313	104093	248586	187482	513753	147568	231126	194470	227366	238578	143797	359480	4	1
A0A075B7D0	223832	290852	313819	126968	196367	1.03765e+06	312254	385462	349674	182989	803036	379714	229091	241255	5339.12	194594	628364	106109	421507	149597	302555	44755.2	0	413869	59996.5	15629.3	215929	373151	646358	8178.34	144198	406205	230882	311685	114891	1.95042e+06	317907	551367	83385.7	235333	278613	259703	578570	408364	706812	199487	185853	525436	290544	30764.4	617643	763237	444492	62731	169756	837241	162702	555410	622945	367078	303177	324894	789853	0	323978	1.29916e+06	0	105708	466848	411990	527103	358280	467024	401432	396597	440518	166922	446774	353724	469713	1.48182e+06	363486	411462	356584	335870	458466	111088	613035	387959	631761	342219	380507	69363.7	888212	258603	3.31933e+06	467941	237228	527331	397813	129404	497049	373517	620539	1.28397e+06	278687	580283	1.29848e+06	308635	209140	140635	263377	507765	811821	240707	694364	375635	267028	179702	377318	62868.7	369545	6	2
A0A075B7D8	15042.3	16706.6	18047	84509.1	16848.5	70597.7	15234	12745.6	117678	22194.1	9944.07	31251.2	19222.9	4717.64	90521.5	13059	73702.1	17966.9	36552.7	20577.5	26421.1	21929.3	16394.2	11003.5	24762.6	14452	10297	24876.2	14860.6	9887.1	11960.8	10776.6	25595.9	10232.4	11041.3	44758.6	11642.4	38432.8	41363.8	5577.24	7361.82	239998	362723	6966.69	5377.27	84724.5	164470	4641.4	408851	7858.84	52099.1	17165.5	6246.4	33248.5	33336.9	24737.3	15505.5	43299.2	83618.8	27802.6	19287.5	33828.3	8575.51	19619.9	36743.3	54988.3	27033.9	26819.7	74913	20760.4	16433.8	9674.6	10533.3	68574.8	15874.9	40696.5	143321	8110.55	21021.7	40608.7	20901.5	1474.36	34856	54013.6	5649.39	10246.9	38153.8	44101.9	56710.7	6673.04	47072.7	11981.6	54054.6	26345.8	27874.9	58485.8	53776.3	39440	13876.9	1948.98	29081.4	36180.6	29838.9	65397.6	13113	13576.2	10588.9	15382	6880.49	5630.6	66718.6	5564.04	58649.6	10432.4	20456.2	7812.03	11305	27487.8	4640.5	8656.13	16454.4	17314.7	3	1
A0A087WSX0	11581.6	16733.2	10906.3	33256.9	10280.2	33935.6	1327.83	11224.2	14062.4	15480.9	19946.3	10418.8	10310.5	9734.91	0	31893	0	8960.36	15002.2	18528.4	0	0	21947.5	6189.1	5118.51	8662.21	15184	11227.4	10672.1	44689.4	0	22565.6	0	22538.5	15396.3	12060.9	0	13541.9	0	0	15792.2	9833.64	27655.2	14776	0	7876.67	1484.24	0	0	0	14722.5	13249	0	9328.39	0	11059.6	0	0	13455	0	0	0	13146.1	15748.4	0	11332.1	11062	0	16924.4	12665.9	8940.2	10351.2	4645.61	11105.3	23662.6	11564.3	8406.58	0	8315.38	0	13849.4	18810	22428.3	0	7968.02	16783.4	944.173	19599	5631.48	0	2509.98	12353.7	17158.1	9995.4	29489.2	9983.13	10335.9	17574.3	11683.7	16680.9	14164.1	8318.48	10061.1	0	19613.1	21434.9	15583.9	15734.8	0	4194.99	0	0	0	0	43369.2	0	0	0	0	0	15000.9	0	3	1
A0A087WSY5;Q96IY4	59883.1	80036.6	54377.7	25352.6	42108.4	28864.7	41164.8	39618.9	65907.4	50468	24338.1	39128	66474.4	45240.5	39212.4	60789.5	63223.6	53897.5	48386	42231.3	37652.9	35100.9	54602	61896.8	69152.2	26227.3	23474.2	40821.7	51575.2	59385.4	27952.6	29569.2	70077.3	27699.6	45393	30652.3	42481.3	35346	22222.5	48943.4	46607.2	27426.7	20343	48755.8	50413.4	17139.8	33387.5	19178.5	12509.6	14182.4	3073.56	50232.7	65907.8	31313.3	32072.2	55625.9	31768.2	41897.3	66203.2	64454.5	28427.2	50768.6	17891.9	42400.6	54817.3	26620.7	56012.9	26182.5	34135.4	41697.7	33890.9	69205.5	65572.4	46217.2	79424.9	64916.7	85700.6	69687.5	44506.6	41071.8	40916.7	60261.4	49810.9	56655.2	56888	67769	33037.1	64671.3	78518.5	29678.9	50416	26371.6	57558.5	42286.6	49189.4	51415.8	26189.3	61096.9	41904.6	61257.3	40466.7	39349.6	52830.3	60857.4	60896.6	73207.2	64485.6	35809.9	31776.1	53824	53818.6	39541.3	11196.3	23211.3	73854.8	54790.8	56819.5	32846.1	81837.8	63210.5	49705.9	58957.3	18	4
A0A087WSY6	48133.9	46405	58651	83641.4	33563.1	60389.8	36278.9	55812.6	29442	56754	62289	54601.5	38746.3	98030.3	53458.2	35415.3	52601.2	24541.8	37268.7	75152.9	40826.1	14146	53657.4	46285.3	51923.9	27431	28881.6	91260.1	68966.5	18647.2	38671.4	31949.9	41273.5	34740.5	25970.1	45050.9	6764.43	49661.6	69821.8	12110.1	52991.1	29642.9	35436.2	65120.7	96320.8	23393.8	21523.1	66720.4	40357.4	48447.8	0	50053	24571.1	40177.4	39252.7	62235.4	33852.7	49469.8	120390	56755.3	51143.2	32017	82068.2	56598.8	28058.6	56889	26474.9	0	63537.2	52919.4	61957.9	26697.6	53804.7	67026.3	32516.8	72536.8	35127.7	31789.2	43812.1	83473.6	62495.7	50177.5	58474.1	72886.6	38422.2	37750	58869.3	106335	68221.8	11541	41682.7	54703.7	31870.2	57268.7	61804.6	0	59625.9	59787.8	49701.4	18886.4	52692.2	62861.2	41284.8	71565.9	39124.9	67190.7	39023.4	38791.9	58673.1	55898.9	68732.7	23879.2	40729.5	61522.9	71038	72200.7	27647.2	49159.9	22774.7	32527.9	48960.4	59057.1	3	1
A0A087X0M8;O00533;O00533-2	1850.58	3502.37	1306.98	2334.22	1970.84	1961.8	1122.01	1518.16	2036.03	1707.1	2573.48	1487.15	1720.33	995.568	2463.44	2596.37	0	1457.57	1562.26	1844.93	0	0	1306.46	1862.71	1037.97	0	1091.33	2399.61	2686.81	974.188	1497.98	2121.95	0	0	1399.91	0	0	2195.01	0	968.581	1433.92	2048.54	0	1623.08	1372.12	0	2127.01	732.485	0	713.779	2595.64	0	1163.96	2567.57	0	1792.45	0	1217.46	0	1922.6	1940.58	944.761	1445.87	1135.8	1522.92	0	1993.43	1422.98	1285.68	1561.43	1035.28	2235.77	601.07	1260.7	1839.79	1080.56	0	1967.85	1418.62	1099.99	0	2072.95	1415.33	2220.61	2472.39	1681.62	943.415	2421.51	1736.83	1032.67	1361.47	1787.41	1658.5	1378.68	852.54	495.915	1901.64	2617.54	1914.03	1396.03	1513.43	1531.23	1363.42	0	1719.51	1920.59	1931.7	0	1882.74	1285.32	0	0	2715.33	1217.11	670.251	2128.62	1326.55	0	1241.88	1903.38	1268.24	0	3	1
A0A087X0Q4	1.2628e+06	1.83209e+06	1.25807e+06	1.40964e+06	983639	2.78488e+06	853365	1.95729e+06	1.04256e+06	1.33846e+06	1.61976e+06	1.58504e+06	1.8241e+06	809184	1.01089e+06	1.49219e+06	1.6847e+06	725690	1.4899e+06	1.01186e+06	782191	422155	1.59455e+06	1.57325e+06	1.20094e+06	587966	786833	2.02785e+06	1.03497e+06	826896	346437	1.4819e+06	1.5975e+06	1.48201e+06	1.06757e+06	1.78296e+06	1.08462e+06	1.65073e+06	657629	938343	1.91941e+06	717575	1.90491e+06	1.14652e+06	2.38448e+06	494353	1.66068e+06	2.27142e+06	626707	357852	1.82266e+06	2.53637e+06	1.7686e+06	1.41556e+06	199751	1.77705e+06	1.0007e+06	1.24903e+06	2.02637e+06	2.05984e+06	936656	1.03008e+06	1.15981e+06	2.38794e+06	1.5569e+06	1.47463e+06	867678	279867	2.28618e+06	1.16252e+06	2.35686e+06	1.05807e+06	892423	2.37235e+06	1.11172e+06	1.71666e+06	1.37591e+06	1.65918e+06	978339	2.67195e+06	1.54308e+06	1.41047e+06	1.06703e+06	1.48479e+06	1.92527e+06	828932	2.40064e+06	2.46835e+06	1.37043e+06	1.19571e+06	1.71116e+06	1.30148e+06	1.35158e+06	1.81314e+06	1.87665e+06	3.27189e+06	1.84495e+06	2.61842e+06	1.06947e+06	916082	1.37092e+06	3.1842e+06	1.22652e+06	1.44969e+06	1.78087e+06	1.58871e+06	1.12062e+06	2.1324e+06	1.21127e+06	1.54546e+06	764919	713550	1.32994e+06	1.42725e+06	2.31052e+06	1.12294e+06	1.95148e+06	1.11697e+06	1.6566e+06	1.14225e+06	1.12352e+06	1.61667e+06	29	5
A0A087X1J7;P22352	70401.8	51046.8	43910.1	40673.9	22883.7	72256.8	12340.4	36634.9	50395.4	55505.6	60563	39828.9	40861.4	43523.2	12545.9	52477.2	55284.2	56390.4	74474.2	61010.9	25473.8	21632.8	44242.8	64403.8	81322.6	11990.7	13064.5	81278.7	66082.8	49812.6	20338.8	51742.7	59747.5	29200.8	42699	33078.9	36400.3	54945.3	5546.77	67060.5	41370.1	20428.2	58515.5	46966.5	75890.2	45310.2	36063.9	32331	14929.1	24709.6	81877.2	62126	75557.5	53846.6	4213.46	44405.9	35343.1	19270.5	69910.3	68769.5	41082	35423.2	26606.7	59135.2	34700.3	91360.2	31362	31021.1	27871.1	58322.7	22995.7	85940.2	60462.4	58405.3	20800.3	43977.6	66226.5	61908.9	58980	32741.7	52819.7	70196.6	40329.3	41627.5	43635.7	43375.2	51617.8	54411.3	58325.6	73962	15980.1	58067.8	55514.1	36387	39947.3	44518.7	17365	63644.5	53927	43258.4	75306.3	43154.1	58973	75434.1	59726.7	62607.7	36061.8	45761.6	46619.3	27340.7	56944	13333.1	31956.6	49278.6	49216.4	66271.6	55790.7	9505.13	63794.8	53414.2	40361.7	60278.6	12	4
A0A096LPE2	183590	223859	213187	125606	167888	33917.7	48667.9	291325	205276	162370	65933.5	155602	167922	157988	30186	197301	213654	266221	124560	129270	98412.5	66174.2	223240	151525	209094	33427	123507	190637	311201	51649.2	54625.4	97774.8	175450	154153	153679	202499	148645	82269.6	33617	179973	130739	132839	176888	132001	158048	71766	103653	185744	54703.3	25122.4	39118.3	182532	112943	189050	25099.9	176413	46542.9	72970.8	227203	147674	201981	130288	6571.56	116525	219551	145753	159100	57095.9	104549	232924	92797.7	234407	357916	191439	66424.3	70843.7	216355	189611	192116	89520.3	143467	149414	118693	162032	243378	95671.8	193464	126269	142348	219576	101228	270779	315395	94151	160633	187362	71093.9	240737	53338.6	226572	234688	112481	210336	212677	155293	221827	135175	321032	101695	185523	160004	82624	17937.1	134001	151839	215323	198333	102443	307527	258419	214766	89649.4	27	7
A0A0A0MRJ7;P12259	22159.9	15692.8	27236.3	18627.9	16580.2	15051.3	17452.8	14042.6	11368.1	20272.8	16243.2	25746.5	20295	26273.8	8016.81	8985.73	13810.8	20814.4	22853.9	19546.5	18510.7	12918.8	20382.5	12905.3	23602.8	7873.55	15550.6	22517.9	26210.4	15133.6	4171.12	13217.4	8603.48	12958.3	8875.06	12326.2	10588.3	9004.17	6487.38	19147.3	5464.16	26344.5	11546.7	19112.7	17693.9	21627.8	7810.65	7098.52	14627.3	10119.9	2517.14	13621.8	15235.3	22353.1	2859.21	24825	20501.1	18038.5	16745.6	21891.7	8409.81	29618.9	12002.6	9899.69	30623.2	6197.93	27966.8	9526.73	9565.3	17038.4	12899.2	19786.5	25898.2	23305.2	20806.6	19260.1	16560.3	30231.6	9981.25	24494	15918.3	26020.5	28732	29577.5	18723	20833.5	15122.9	21016.7	30965.1	13477.3	4553.61	37381.8	23644.8	27783.5	20013.8	20284.2	9532.23	13958.5	17219	19837.3	12386.5	18131.4	31992.4	3855.09	14570.4	7307.22	19818.4	20201.7	12426.5	16412.3	24611.5	5363.86	4148.68	18532.9	10199.1	22417.6	14183.6	18635.7	15796.9	18817.3	13430.1	16289.5	18	6
A0A0A0MS09;P01880;P01880-2	30455.1	0	17221.3	59366.7	0	69694.8	10697.5	46357.3	35207.2	14454.3	199555	41483.5	0	49095.7	0	142908	24188.3	7393.12	214591	33778.4	16021.9	1876.92	0	81451.9	2954.82	0	4665.59	63091.7	19885.2	49373.2	53753.5	37461.6	0	34711.9	6436.73	4784.06	29995	101857	3542.04	13999.1	56152.1	22298.7	41618	30466.5	35733.1	22728.1	35408.5	16437.9	0	4585.17	60042.2	0	16988.2	7867.29	0	32432.4	7070.42	11562.6	29367.8	67191.2	32202.3	0	72377	0	0	36624.7	0	0	5571.55	73249.7	31524.3	45235.8	43282.8	38703.1	65136.9	25745.7	11058.4	2920.2	37703.1	12640.3	248519	0	0	23641.1	149075	29753.4	24949	37716.4	25678.6	57786.9	14637.2	37388.3	34974	29536.8	17833	43512.4	9756.43	112798	60409.3	14545.9	5616.15	68219.4	19877.7	0	84137.7	12790.3	62815.4	43606.2	19539.6	0	0	0	1858.73	21334.4	7578.18	11230	0	0	7701.18	37659.4	0	34543.9	9	3
A0A0A0MS14	5851.85	24378.1	6968.82	13853.5	7287.56	27210.3	8776.65	12947.5	15033.6	15583.7	6823.88	24685.8	22501.1	7924.06	10394.5	7425.64	12332.8	6000.41	22672.4	13157.6	23117.9	7261.94	20295.4	9676.25	9466.71	11548.4	3365.04	13613.4	5983.98	14216.3	13455.4	11307.9	5681.94	15778.9	15321.4	21881.6	11016.1	18768.5	18157	8618.83	11149.2	12451.7	16033	16560.9	45626.8	6766.57	3295.43	31670.7	23091.7	19960.5	20809.3	11395	8309.62	11274.2	26873.4	14443.1	5475.45	11113.7	24527.6	14757.2	11926.9	6338.89	23841.2	14398.5	13631.7	19857.6	13583.2	11315.2	20469.6	14222.5	23929	11219.7	16775.6	25364.8	8281.07	16057.5	12424.2	11029	4275.77	24461.4	22530.5	6367.47	11622.6	7125.91	14247.6	15259.5	19038.7	10443.8	8643.66	10770.1	10561	12057.5	15055.3	15252.9	8716.39	11105.5	7719.64	8719.61	8753.61	20242	13487.3	24615.4	1857.29	13001.1	23715.6	8851.39	16307.3	12684.5	7731.78	7099.54	9384.52	12220.7	24207.7	14044	17378.1	9980.44	8508.28	11356.2	9308.59	8184.98	7594.26	12033.6	3	1
A0A0A0MS15	130994	184034	108952	46636.7	120026	292441	88582.3	299865	211757	86618.2	73077.8	150922	185082	224311	66342.8	174710	235955	131337	155534	204047	61062.3	10932.2	141616	131142	83367.5	5554.69	79118.6	134551	213637	50403.8	24558	50371.7	145774	187422	29374.3	312340	124574	120125	29086.3	119022	203473	88796.9	198125	146647	600759	50568.1	57440.3	109633	60019.2	36462.9	116002	500467	148181	202562	8613.87	410138	110683	111557	271750	163510	52391.8	167842	185565	133037	114956	313786	65677.8	14716.4	95779.9	170365	66393	201928	150357	221894	157694	91070.6	270142	111456	81242	130464	238008	113054	76235.9	68410.2	201073	229586	171642	82429.3	103168	113470	153998	261400	163223	392794	196408	198591	178126	124501	93727.3	126655	361465	246283	181212	173310	340693	208052	211958	329743	244909	79947.6	164854	42850	91894.8	103717	240141	235950	90487.9	80255	204357	136608	91807.7	179934	15	5
A0A0A0MT36	17633.5	33093.4	11510.8	75239.6	79243.1	21500.9	60675.1	32722.8	24322.7	14200.5	14520	146871	36338.6	13934.2	11947.6	32709.4	110102	14976.6	37415.8	30132.2	28563.7	8841.19	26664.5	30407.3	9539.93	2410.47	19205	26323.3	20140.6	17229.1	12608.1	17824.1	82343	85996.4	19910.2	4094.16	47985	5109.74	13433.5	12385.7	41562.1	37421.6	177448	24813.3	114411	78860.9	6570.41	23427.3	21538.2	10572.3	133968	97817.9	15572	22172.6	19144.7	94732.9	41929.2	57077.8	24726	45304.9	13444.9	19459.6	27666.8	18399.3	200399	44328.4	15940	0	23513.7	38954.6	8087.45	40171.9	35581.7	83424.4	19167.1	30049.8	16128.6	51555.9	4440.92	69999.4	127629	28562.5	17156.5	30342.5	78849.2	28126.8	40656.5	68633.3	32390.2	53621.4	9202.98	56345.7	94211.4	112628	23418.2	61021.1	15941.1	61510.5	9896.36	73978.7	48759	86422.2	21617.4	27548.4	3813.24	47187.3	18834.6	37553.8	3737.94	17949.4	20846.6	33551	34938.5	19888	17762.5	11093.5	37356.4	7802.27	18851.3	9895.97	18873.5	49456.7	9	3
